Complaint_ID,Make,Model,Department,Complaint,Description,location
643,TATA MOTORS,Bolt,UNKNOWN OR OTHER,UNKNOWN OR OTHER,REPLACED OIL PRESSURE GAUGE SENDING UNIT.  TT,Gwalior
644,TATA MOTORS,Safari,SAFETY,SEAT BELTS,THE SAFETY RESTRAINT MOTOR IS ON RECALL AND THE OWNERS DEALERSHIP ARE HAVING A PROBLEM GETIING THE PART. PLEASE DESCRIBE DETAILS.  TT,Chandigarh
645,TATA MOTORS,Hexa,STEERING & SUSPENSION,STEERING,VERY SENSITIVE STEERING AT HIGH VELOCITY 60-65 MPH.  TT,Mysore
646,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,FRONT TIRES CUP WITH PERFECT ALIGNMENT/BALANCE.  *AK,Agra
647,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"AIRBAG DID NOT DEPLOY UPON FRONT END IMPACT; VEHICLE HYDROPLANED; HIT WATER BARREL ON SIDE OF ROAD; WET WEATHER; EXACT SPEED UNKNOWN, POSSIBLY 20 TO 30 MPH.  TT",Ludhiana
648,TATA MOTORS,Indigo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"CRUISE CONTROL DIES WHEN YOU HIT THE BRAKES, BUT COMES BACK IN FULL THROTTLE AND MUST BE TURNED OFF.  TT",Pimpri-Chinchwad
649,TATA MOTORS,Tiago EV,SAFETY,SEATS,PASSENGER SIDE SEAT UNBOLTED FROM FLOOR BOARD ALSO SEAT BELT IS INOPERATIVE.  TT,Hyderabad
650,TATA MOTORS,Punch EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"4 ENGINE GASKETS FAILED, RESULTING IN ENGINE LEAKS; REPLACED GASKETS.  *AK",Vijayawada
651,TATA MOTORS,Safari,SAFETY,AIR BAGS,AIR BAG INDICATOR LIGHTS TURNED ON BY ITSELF WITHOUT AIR BAG DEPLOYMENT.  TT,Delhi
652,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION STICKS IN GEAR. ALSO TRANSMISSION OVERHEATED SPIT FLUID OUR OF OVERFLOW TUBE. RESULTING IN UNDERHOOD FIRE.  TT,Amritsar
653,TATA MOTORS,Nexon,VEHICLE CONTROL,TIRES,GENERAL TIRE BLOWOUT.  *AK,Visakhapatnam
654,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,VEHICLES AUTOMATIC TRANSMISSION SLIPS AND DOES NOT GO INTO GEARS INTERMITTENTLY WITH NO WARNING.MFR IS AWARE OF PROBLEM AND HAD TSB BULLETIN ON IT.  TT,Jaipur
655,TATA MOTORS,Tiago,SAFETY,SEAT BELTS,THE SEATBELTS LOCK ALL THE TIME AND CAN'T GET OUT OF VEHICLE. PLEASE DESCRIBE FURTHER.  TT,Kolkata
656,TATA MOTORS,Safari,VEHICLE CONTROL,TIRES,"ABS, BRAKE FAILURE, EXPERIENCE PEDAL IMPACT 12:00 POSITION SPEED 50 MPH.  TT",Gwalior
657,TATA MOTORS,Zest,VEHICLE CONTROL,TIRES,"SPARE TIRE STEEL BELTED UNIROYAL PAW PLUS, LOCATED IN INTERIOR COMPARTMENT LEFT WALL, EXPLODED FOR NO APPARENT REASON, WITH SUCH FORCE IT BLEW OUT REAR WINDOW.",Nagpur
658,TATA MOTORS,Zest,SAFETY,SEAT BELTS,DRIVERSIDE MOTORIZED SEATBELT HARNESS PREMATURELY LOCKS UP WHEN EXITING FROM VEHICLE CAUSING BELT TO GRAB DRIVER'S NECK.  TT,Guwahati
659,TATA MOTORS,Zest,SAFETY,AIR BAGS:FRONTAL,AIRBAG DID NOT DEPLOY DURING FRONT END COLLISION; VEHICLE HIT CREEK BANK; TOTALED.  TT,Madurai
660,TATA MOTORS,Punch,SAFETY,SEAT BELTS,SHOULDER STRAP DID NOT CATCH UPON IMPACT; BROADSIDED ANOTHER VEHICLE TRAVELING THRU RED LIGHT.  TT,Kanpur
661,TATA MOTORS,Indica,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,VEHICLE VIBRATION WHEN SHIFTING INTO DRIVE AT IDLE. REPLACED ENGINE MOUNT.  TT,Jodhpur
662,TATA MOTORS,Indigo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,WORN SERPENTINE BELT IDLER. REPLACED.  TT,Madurai
663,TATA MOTORS,Indigo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,SHORT IN ELECTRICAL SYSTEM CAUSES NOT TO UNLOCK WHEN ENTERING OR EXISTING VEHICLE. CRUISE CONTROL SELF ENGAGES WHEN DRIVING. PLEASE DESCRIBE EACH DETAIL.  TT,Dhanbad
664,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"DRIVER AIR BAG DEPLOYED, BUT DID NOT INFLATE DURING AN ACCIDENT.   TT",Jabalpur
665,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN,SPEEDOMETER DOES NOT WORK INTERMITTENTLY.  TT,Allahabad
666,TATA MOTORS,Nexon EV,SAFETY,SEATS,"JUST PRIOR TO PARKING NOTICED A BURNING SMELL, AND UPON MAKING ATTEMPT TO RESTART VEHICLE MADE A NOISE, BUT NO RESPONSE, DRIVER'S SEAT CAUGHT FIRE UNDERNEATH.",Solapur
667,TATA MOTORS,Punch,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 1:00 POSITION SPEED 5 MPH AIR BAG  DEPLOYED AT LOW SPEED IMPACT PARTICALLY CAME OUT. ""DUP 950412: 962085"".  TT",Raipur
668,TATA MOTORS,Zest,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE SUDDENLY ACCELERATED OUT OF CONTROL, BRAKE DID NOT RESPOND, TURNED OFF CAR AND RESTARTED AGAIN RESULTED IN ACCIDENT.  TT",Guwahati
669,TATA MOTORS,Punch,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION JUMPS FROM PARK TO GEAR WITH NO FOOT ON BRAKE.  *AK,Tiruchirappalli
670,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION HAD TO BE REPLACED BECAUSE GEARS WERE NOT CHANGING.  TT,Solapur
671,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,GEARS SHIFT DOWN WHILE DRIVING.  PLEASE GIVE MORE DETAIL.  TT,Nagpur
672,TATA MOTORS,Vista,VEHICLE CONTROL,TIRES:TREAD/BELT,ALL FOUR TIRES BLISTERED BETWEEN THE TREADS.  TT,Meerut
673,TATA MOTORS,Vista,SAFETY,AIR BAGS:FRONTAL,"AIR BAG DID NOT DEPLOY UPON FRONTAL COLLISION AT 30 MPH, SEAT DID HOLD DRIVER. ""DUP 950515: 481845"".  TT",Delhi
674,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,"WHILE DRIVING APPROX. 30-35MPH, SUDDENLY AIRBAG DEPLOYED WITHOUT IMPACT, NO APPARENT REASON, RESULT LOST STEERING CAPABILITY RAN INTO A TELEPHONE POLE.  TT",Hubli–Dharwad
675,TATA MOTORS,Nexon,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE ACCELERATES BY ITSELF.  TT,Guwahati
676,TATA MOTORS,Harrier,VEHICLE CONTROL,VEHICLE SPEED CONTROL,AT 55 TO 65 MPH RPM ACCELERATION.  TT,Dhanbad
677,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"AIR BAG LIGHTS STAYS ON, ONLY WHEN ENGINE IS HOT.  TT",Ahmedabad
678,TATA MOTORS,Harrier,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX. 50MPH, 12:00 ON FRONT BUMPER, AIRBAG FAILED TO DEPLOY, HIT GAURD RAIL TWICE.  TT",Hubli–Dharwad
679,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,ON HEAVY ACCELERATION THE THROTTLE STUCK OPEN ON TWO OCCASIONS. PLEASE DESCRIBE FURTHER.  TT,Dhanbad
680,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 12:00, POSITION, SPEED 20 MPH DRIVERS AIR BAG DID NOT DEPLOY.  TT",Aurangabad
681,TATA MOTORS,Nano,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION, IMPACT 12:00 POSITION, SPEED 20 MPH PASSENGERS AIR BAG DID NOT DEPLOY.  TT",Ranchi
682,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,THE CAR SUDDENLY ACCELERATED AFTER THE SERVICE ENGINE LIGHT CAME ON. PLEASE DESCRIBE FURTHER.  TT,Patna
683,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION LOCKUP WHILE DRIVING. THIS IS THE FOURTH INCIDENT.  TT,Solapur
684,TATA MOTORS,Nano,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX. 50MPH, 12:00 ON FRONT BUMPER HITTING THREE DEER AT ONCE, DRIVERS AIRBAG FAILED TO DEPLOY.  TT",Kalyan-Dombivli
685,TATA MOTORS,Zest,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX. 50MPH, 12:00 ON FRONT BUMPER HITTING THREE DEER AT ONCE, PASSENGERS AIRBAG FAILED TO DEPLOY.  TT",Gwalior
686,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,ALL FOUR TIRES BLISTERED BETWEEN THE TREADS.  TT,Visakhapatnam
687,TATA MOTORS,Sumo,VEHICLE CONTROL,TIRES:TREAD/BELT,"ALL OF THE TREAD OF THE TIRE BLEW OFF WHILE GOING 65MPH, RESULTING IN WANDERING OF THE VEHICLE.  TT",Visakhapatnam
688,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,ENGINE COMPARTMENT FIRE: CAUSE NOT DETERMINED; TRANSMISSION STARTED SLIPPING; SMOKE ESCAPING FROM FRONT END; GEAR WOULD NOT SHIFT INTO PARK; TOTALED.  TT,Visakhapatnam
689,TATA MOTORS,Nexon EV,VEHICLE CONTROL,TIRES:TREAD/BELT,TREAD SEPARATION OF RIGHT REAR TIRE BROKE THROUGH WHEEL WELL. ALLEGEDLY CAUSING INJURIES TO PASSENGERS LEG.  TT,Nashik
690,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED LEAKING HEAD GASKET.  *AK,Bengaluru
691,TATA MOTORS,Indigo,SAFETY,SEAT BELTS,"AUTOMATIC SEAT BELT GOT CAUGHT IN DOOR HINGES, PREVENTING DRIVER TO GET OUT OF CAR; DOOR ONLY OPENED ABOUT 4 INCHES.  TT",Ghaziabad
692,TATA MOTORS,Punch,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION SLIPS, ALSO HESITATES WHEN SHIFTING INTO DRIVE/REVERSE.  *AK",Amritsar
693,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"APPLY THE BRAKES AND BEFORE COMING TO A STOP ACCELERATES 3,000RPM. PLEASE EXPLAIN FURTHER.  TT",Nashik
694,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILURE.  *AK,Mumbai
695,TATA MOTORS,Vista,VEHICLE CONTROL,TIRES,TREAD SEPARATION OF RIGHT REAR TIRE BROKE THROUGH WHEEL WELL. ALLEGEDLY CAUSING INJURIES TO PASSENGERS LEG.  TT,Lucknow
696,TATA MOTORS,Indica,VEHICLE CONTROL,TIRES,"ALL OF THE TREAD OF THE TIRE BLEW OFF WHILE GOING 65MPH, RESULTING IN WANDERING OF THE VEHICLE.  TT",Kolkata
697,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,"AIRBAG DID NOT DEPLOY, SEAT BELTS DID NOT HOLD DRIVER.  TT",Meerut
698,TATA MOTORS,Aria,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE HAS SUDDEN UNWANTED ACCELERATION WHILE DRIVING.  TT,Jodhpur
699,TATA MOTORS,Nexon EV,SAFETY,SEAT BELTS,DRIVER/PASSENGER FRONT AUTOMATIC SHOULDER HARNESS/LAP BELTS DO NOT PROPERLY RETAIN OCCUPANTS WHEN DRIVING. TOO MUCH SLACK. TT,Amritsar
700,TATA MOTORS,Nano,VEHICLE CONTROL,VEHICLE SPEED CONTROL,THROTTLE STUCK IN THE OPEN POSITION WHEN THE CRUISE CONTROL WAS APPLIED ALMOST CAUSING AN ACCIDENT.  TT,Kolkata
701,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,REPLACED NOISY TRANSMISSION.  TT,Chennai
702,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTO TRANSMISSION FAILED AT 56K MILES.  TT,Rajkot
703,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,INDICATOR LIGHT CAME ON AND AIRBAG DEPLOYED BY ITSELF.  TT,Chennai
704,TATA MOTORS,Hexa,SAFETY,AIR BAGS:FRONTAL,"ESTIMATED 25 MPN UPON FRONTAL IMPACT HIT ROCK AND ROCK SKID UNDERNEATH VEHICLE, NO AIR BAG DEPLOYMENT.  TT",Dhanbad
705,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"HAD A FRONTAL COLLISION, AIR BAG DID NOT DEPLOY.  TT",Jodhpur
706,TATA MOTORS,Punch EV,SAFETY,AIR BAGS:FRONTAL,TRAVELING 55MPH HIT DEER HEAD ON AIR BAD DID NOT DEPLOY.  TT,Nagpur
707,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTOMATIC TRANSMISSION DOES NOT ENGAGE IN PART ALL THE TIME.  TT,Ghaziabad
708,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,HEAD ON COLLISION AND DRIVERS AIRBAG DID NOT DEPLOY. PLEASE DESCRIBE FURTHER.  TT,Lucknow
709,TATA MOTORS,Indigo,SAFETY,AIR BAGS:FRONTAL,HEAD ON COLLISION AND PASSENGERS AIRBAG DID NOT DEPLOY. PLEASE DESCRIBE FURTHER.  TT,Tiruchirappalli
710,TATA MOTORS,Tiago EV,POWER TRAIN,"FUEL SYSTEM, GASOLINE",THE TRUCK BURNT UP FOR NO REASON. PLEASE DESCRIBE.  TT,Lucknow
711,TATA MOTORS,Tigor,SAFETY,SEATS,"EXTENDED CAB: WHEN BACK SEAT IS IN LOCK POSITION, WHOLE SEAT ROCKS; PULL LEVER TO RELAX THE BACK OF SEAT; SEAT ROCKS AGAIN AFTER BRAKING; NOT FIRM.  TT",Solapur
712,TATA MOTORS,Punch,SAFETY,SEAT BELTS,MOTORIZED SAFETY BELT IS STUCK IN POSITION. THIS HAS HAPPEN AFTER THE RECALL WORK WAS PERFORMED. TT,Patna
713,TATA MOTORS,Tigor EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CAR PLACED IN REVERSE AND THEN TOOK OFF. PLEASE DESCRIBE DETAILS.  TT,Nagpur
714,TATA MOTORS,Indigo,VEHICLE CONTROL,TIRES,FRONT BRAKES REPLACED.  *AK,Srinagar
715,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"WHILE DRIVING, GEAR DOWN SHIFTS TO SPEED OF TWENTY.  TT",Raipur
716,TATA MOTORS,Zest,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX 15-20MPH, AIRBAGS DEPLOYED, WHEN CAME OUT BROKE METAL FRAME FOR GLASSES AND BURNED FACE AND RIGHT ARM.  TT",Vijayawada
717,TATA MOTORS,Indigo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE SUDDENLY ACCELERATED WHILE IDLING AT STOP SIGN CAUSING LOSS OF VEHICLE CONTROL.ABS BRAKES FAILED TO STOP VEHICLE.SHIFTED GEARS TO PARK TO STOP. DESCRIBE,Amritsar
718,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,TIRE EXPLOSION CAUSING AUTO ACCIDENT.  TT,Amritsar
719,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHEN IN HIGH ALTITUDES, THE ENGINE WILL NOT DECELERATE TO AN IDLE POSITION.  TT",Agra
720,TATA MOTORS,Vista,STEERING & SUSPENSION,STEERING,"MAIN DRIVE BELT KEEP BREAKING, RESULTING IN STEERING AND BRAKING LOSS IN DIESEL TRUCK, REPLACE BELT 11 TIMES.  TT",Vasai-Virar
721,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,CRANKSHAFT BROKE ON VEHICLE.  TT,Chandigarh
722,TATA MOTORS,Safari,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE CAUGHT ON FIRE WITH FLASH AND CAB FILLING WITH SMOKE AFTER BEING PARKED FOR ABOUT 5 MINTUES.  TT,Ahmedabad
723,TATA MOTORS,Tigor,VEHICLE CONTROL,TIRES,EXCESSIVE WEAR OF FRONT TIRES.  *AK,Kanpur
724,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN,"ODOMETER PERFORMS ERRATICALLY, GIVING INACCURATE READINGS.  *AK",Amritsar
725,TATA MOTORS,Nexon,SAFETY,SEAT BELTS,POWER SHOULDER BELT MOTOR FAILED.  *AK,Ahmedabad
726,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,OVERDRIVE TURNS ON/OFF.,Bhopal
727,TATA MOTORS,Vista,SAFETY,SEAT BELTS,MOTORIZED SHOULDER BELT JAMMED.    *AK,Kota
728,TATA MOTORS,Bolt,VEHICLE CONTROL,VEHICLE SPEED CONTROL,THROTTLE BODY LEAK.,Jodhpur
729,TATA MOTORS,Bolt,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED VALVE STEM SEALS DUE TO OIL LEAK.,Solapur
730,TATA MOTORS,Punch,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE.,Vasai-Virar
731,TATA MOTORS,Punch,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED LEAKING VALVE COVER GASKET/SEALS.     *AK,Jabalpur
732,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILURE.,Aurangabad
733,TATA MOTORS,Punch EV,SAFETY,SEAT BELTS,"POWER SEAT BELT JAMMED/AND THEN RELEASED, CATCHING DRIVER'S HAND, RESULTING IN AN INJURY.  *AK",Kota
734,TATA MOTORS,Tiago EV,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,ELECTRICAL FIRE.  *AK,Bhopal
735,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,"NO DEPLOYMENT OF AIR BAG DURING ACCIDENT, RESULTING IN AN INJURY.",Gwalior
736,TATA MOTORS,Indica,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"TIMING BELT FAILED TWICE, ONCE DUE TO EXPLOSION OF BALANCE SHAFT BELT.  *AK",Agra
737,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"DRIVER'S AIR BAG DID NOT INFLATE DURING ACCIDENT, RESULTING IN INJURY.  *SKD",Solapur
738,TATA MOTORS,Indica,SAFETY,AIR BAGS,"NO DEPLOYMENT OF DRIVER'S AIR BAG DURING ACCIDENT, RESULTING IN INJURY. ""DUP: SEE 957427"".  *SKD",Visakhapatnam
739,TATA MOTORS,Aria,SAFETY,AIR BAGS,AIR BAG NEEDS SERVICE INDICATOR WARNING LIGHT CAME ON.  *SKD,Coimbatore
740,TATA MOTORS,Nexon EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"3 MOTOR MOUNTS ON RIGHT SIDE OF TRANSMISSION SHEARED OFF, CAUSING VEHICLE TO VIBRATE AND LOSS OF 3RD/4TH/5TH/AND REVERSE GEARS.  *SKD",Guwahati
741,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION PROBLEMS. (F150) *SKD,Kota
742,TATA MOTORS,Indica,SAFETY,AIR BAGS,"DRIVER'S AIR BAG DID NOT INFLATE DURING ACCIDENT, RESULTING IN INJURY. ""DUP: SEE 957923"".  *SKD",Patna
743,TATA MOTORS,Indica,SAFETY,AIR BAGS,"NO DEPLOYMENT OF DRIVER'S AIR BAG DURING ACCIDENT, RESULTING IN INJURY. ""DUP: SEE 958017"".  *SKD",Meerut
744,TATA MOTORS,Tigor,SAFETY,AIR BAGS,"DRIVER'S AIR BAG DID NOT INFLATE DURING ACCIDENT, RESULTING IN INJURY. ""DUP: SEE 957839"".  *SKD",Delhi
745,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION SNAP RING BROKE, CAUSING INABILITY TO DOWN SHIFT, ALSO DIFFERENTIAL GEARS/CV JOINT FAILED AND REAR AXLE SEAL REPLACED 5 TIMES",Ahmedabad
746,TATA MOTORS,Nexon,VEHICLE CONTROL,TIRES:TREAD/BELT,"LEFT REAR STEELBELT SEPARATED FROM FIRESTONE TIRE, ALSO LEFT FRONT TIRE DEVELOPED SMALL BULGE.  *SKD",Rajkot
747,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS,"NO DEPLOYMENT OF DRIVER'S AIR BAG DURING ACCIDENT. ""DUP: SEE 956682"".",Visakhapatnam
748,TATA MOTORS,Altroz,SAFETY,AIR BAGS,"PASSENGER'S AIR BAG DID NOT INFLATE DURING ACCIDENT, RESULTING IN INJURY. ""DUP: SEE 957764"".  *SKD",Vadodara
749,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION DRUM WELD BROKE, CAUSING TRANSMISSION TO FAIL.  *SKD",Ghaziabad
750,TATA MOTORS,Altroz,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"THROTTLE POSITION SENSOR FAILED, CAUSING VEHICLE TO BECOME STUCK IN 3RD GEAR AND HIGH RPMS WHEN DRIVING 60-65 MPH.  *SKD",Vijayawada
751,TATA MOTORS,Tiago EV,SAFETY,SEAT BELTS,"PASSENGER'S MOTOR BELT BROKE AT TRACK DURING ACCIDENT, CAUSING PASSENGER TO BE THROWN THROUGH WINDSHIELD, RESULTING IN DEATH.  *SKD",Amritsar
752,TATA MOTORS,Bolt,SAFETY,SEATS,"DRIVER'S SEAT SEPARATED FROM SEAT TRACK DURING ACCIDENT, THROWING DRIVER BACK INTO REAR GLASS, RESULTING IN INJURIES. *SKD",Indore
753,TATA MOTORS,Indica,SAFETY,STRUCTURE:BODY,HOOD IS TOO SHORT IN WIDTH.,Varanasi
754,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"VEHICLE DOES NOT ENGAGE WHEN PUT IN DRIVE FOR ABOUT 5 SECONDS, ALSO LOSES SPEED ON FREEWAYS, DROPPING FROM 55 MPH TO 30 MPH.  *SKD",Nagpur
755,TATA MOTORS,Sumo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,TIMING BELT FAILED TWICE.  *SKD,Kalyan-Dombivli
756,TATA MOTORS,Indigo,VEHICLE CONTROL,TIRES,PREMATURE WEAR OF FAULKNER TIRES.  *SKD,Allahabad
757,TATA MOTORS,Tiago EV,SAFETY,SEATS,REAR CENTER BENCH SEAT BOLTS POPPED OUT DURING ABOVE ACCIDENT.,Kota
758,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED.,Chennai
759,TATA MOTORS,Nexon,VEHICLE CONTROL,TIRES:TREAD/BELT,"MICHELIN RIGHT FRONT TIRE TREAD CAME OFF, DAMAGING WHEEL WELL/HEADLIGHT AND WIRING, ALSO BENT STEEL RUNNING BOARD.   *AW",Lucknow
760,TATA MOTORS,Tigor,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,"ELECTRICAL MALFUNCTION CAUSES SPEEDOMETER/CRUISE CONTROL TO FAIL AT START-UP, POWER RETURNS WHILE DRIVING, ALSO POWER DOOR LOCKS CLICK WHEN POWER RETURNS. *AW",Raipur
761,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"RESIDUE BUILDS UP IN THROTTLE BODY, CAUSING VEHICLE TO INTERMITTENTLY STALL.  *AW",Meerut
762,TATA MOTORS,Safari,SAFETY,SEATS,"ROD THAT MOVES REAR CAPTAINS SEAT PETRUDES FORWARD, CAUSING PASSENGER TO TRIP, RESULTING IN INJURY.   *AW",Faridabad
763,TATA MOTORS,Indica,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"ENGINE OIL PUMP FAILED, RESULTING IN A BLOWN ENGINE.   *AK",Bhopal
764,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"THROTTLE FREEZES IN OPEN POSITION, CAUSING VEHICLE TO ACCELERATE.  *AK",Nagpur
765,TATA MOTORS,Harrier,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"WHEN COLD STARTING VEHICLE RPM PICKS UP WHEN TRANSMISSION IS SHIFTED INTO REVERSE FROM PARK, ALSO RPM PICKS UP WHEN SHIFTING FROM PARK INTO DRIVE.  *AK",Kolkata
766,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION FAILS TO SHIFT INTO DRIVE/REVERSE, ALSO REPLACED LEAKING TRANSMISSION OIL PAN.  *AK",Jaipur
767,TATA MOTORS,Nexon,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"OIL PAN DRAIN PLUG WASHER FAILED, CAUSING OIL LEAK.",Lucknow
768,TATA MOTORS,Indica,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED TEMPERATURE SENDING UNIT.,Lucknow
769,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"THROTTLE POSITION SENSOR FAILED, CAUSING VEHICLE TO SHIFT HARD/JUMP.",Ahmedabad
770,TATA MOTORS,Punch EV,SAFETY,EXTERIOR LIGHTING,RUNNING LIGHTS FAILED DUE TO FUSES BLOWING REPETEADLY. FORD DEALERS MODIFIED COMPONENT WITH SAME FAILURE.   TT,Ludhiana
771,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"THE TRANSMISSION WENT OUT AFTER 42,000 MILES. PLEASE DESCRIBE FURTHER.  TT",Tiruchirappalli
772,TATA MOTORS,Indigo,VEHICLE CONTROL,TIRES,"LEFT REAR STEELBELT SEPARATED FROM FIRESTONE TIRE, ALSO LEFT FRONT TIRE DEVELOPED SMALL BULGE.  *SKD",Visakhapatnam
773,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,"MICHELIN RIGHT FRONT TIRE TREAD CAME OFF, DAMAGING WHEEL WELL/HEADLIGHT AND WIRING, ALSO BENT STEEL RUNNING BOARD.   *AW",Raipur
